2.010000000000000000e+02,2.600000000000000000e+01,1.000000000000000000e+02,5.563142437589999645e+01
2.390000000000000000e+02,4.000000000000000000e+00,8.200000000000000000e+01,5.565157750340000042e+00
1.000000000000000000e+01,3.690000000000000000e+02,3.300000000000000000e+01,-1.490600000000000000e+04
3.430000000000000000e+02,5.800000000000000000e+01,9.800000000000000000e+01,4.450000000000000178e+00
1.000000000000000000e+00,4.630000000000000000e+02,5.400000000000000000e+01,-1.492600000000000000e+04
9.000000000000000000e+01,2.380000000000000000e+02,8.500000000000000000e+01,-6.549999999999999822e+00
2.580000000000000000e+02,3.300000000000000000e+01,4.100000000000000000e+01,3.945000000000000284e+01
1.390000000000000000e+02,3.000000000000000000e+00,3.500000000000000000e+01,5.945000000000000284e+01
1.600000000000000000e+02,1.500000000000000000e+01,3.300000000000000000e+01,5.245000000000000284e+01
1.000000000000000000e+01,3.220000000000000000e+02,1.300000000000000000e+01,-1.495100000000000000e+04
1.900000000000000000e+01,1.900000000000000000e+02,2.100000000000000000e+01,-1.496400000000000000e+04
8.000000000000000000e+00,7.700000000000000000e+01,1.200000000000000000e+01,-2.015400276450000092e+02
1.390000000000000000e+02,1.500000000000000000e+01,8.500000000000000000e+01,-2.129004328999999984e+01
6.600000000000000000e+01,8.000000000000000000e+00,5.300000000000000000e+01,1.344999999999999929e+01
2.060000000000000000e+02,1.520000000000000000e+02,1.000000000000000000e+02,-1.550000000000000044e+00
1.000000000000000000e+00,2.260000000000000000e+02,5.900000000000000000e+01,-1.496800000000000000e+04
1.500000000000000000e+01,2.170000000000000000e+02,3.200000000000000000e+01,-1.497100000000000000e+04
1.500000000000000000e+01,3.790000000000000000e+02,4.700000000000000000e+01,-1.493300000000000000e+04
1.800000000000000000e+02,4.600000000000000000e+01,3.500000000000000000e+01,1.844999999999999929e+01
2.840000000000000000e+02,2.200000000000000000e+01,7.500000000000000000e+01,5.445000000000000284e+01
1.700000000000000000e+01,3.990000000000000000e+02,2.900000000000000000e+01,-1.496000000000000000e+04
6.300000000000000000e+01,4.000000000000000000e+01,8.700000000000000000e+01,-7.249190938509999516e-01
1.800000000000000000e+01,3.040000000000000000e+02,5.000000000000000000e+01,-1.490900000000000000e+04
1.240000000000000000e+02,5.800000000000000000e+01,9.700000000000000000e+01,4.500000000000000111e-01
6.000000000000000000e+00,2.690000000000000000e+02,4.500000000000000000e+01,-1.493100000000000000e+04
1.790000000000000000e+02,2.050000000000000000e+02,9.600000000000000000e+01,-9.550000000000000711e+00
2.180000000000000000e+02,1.100000000000000000e+01,7.900000000000000000e+01,1.044999999999999929e+01
3.460000000000000000e+02,2.200000000000000000e+01,7.900000000000000000e+01,7.045000000000000284e+01
1.910000000000000000e+02,2.300000000000000000e+02,9.700000000000000000e+01,-7.549999999999999822e+00
2.210000000000000000e+02,5.000000000000000000e+01,7.000000000000000000e+01,6.845000000000000284e+01
